0.000000	0.000000
0.000100	0.000001
0.000200	0.000001
0.000300	0.000002
0.000400	0.000002
0.000500	0.000000
0.000600	-0.000002
0.000700	-0.000006
0.000800	-0.000010
0.000900	-0.000013
0.001000	-0.000014
0.001100	-0.000007
0.001200	0.000010
0.001300	0.000037
0.001400	0.000072
0.001500	0.000103
0.001600	0.000113
0.001700	0.000075
0.001800	-0.000037
0.001900	-0.000236
0.002000	-0.000506
0.002100	-0.000778
0.002200	-0.000917
0.002300	-0.000728
0.002400	0.000007
0.002500	0.001436
0.002600	0.003501
0.002700	0.005768
0.002800	0.007288
0.002900	0.006591
0.003000	0.001919
0.003100	-0.008154
0.003200	-0.023695
0.003300	-0.042086
0.003400	-0.056787
0.003500	-0.056901
0.003600	-0.028517
0.003700	0.041141
0.003800	0.156164
0.003900	0.301572
0.004000	0.432625
0.004100	0.469096
0.004200	0.302561
0.004300	-0.173576
0.004400	-1.003244
0.004500	-2.076599
0.004600	-3.030806
0.004700	-3.207179
0.004800	-1.791348
0.004900	1.705340
0.005000	6.631361
0.005100	10.621773
0.005200	10.438944
0.005300	4.585976
0.005400	-4.558045
0.005500	-12.039397
0.005600	-14.150489
0.005700	-10.721195
0.005800	-4.240005
0.005900	2.297283
0.006000	6.820330
0.006100	8.539379
0.006200	7.695096
0.006300	5.131486
0.006400	1.894025
0.006500	-1.076208
0.006600	-3.132277
0.006700	-3.996023
0.006800	-3.733408
0.006900	-2.658987
0.007000	-1.205569
0.007100	0.204094
0.007200	1.253521
0.007300	1.780675
0.007400	1.779064
0.007500	1.364426
0.007600	0.722771
0.007700	0.053676
0.007800	-0.479367
0.007900	-0.781098
0.008000	-0.833030
0.008100	-0.680160
0.008200	-0.404640
0.008300	-0.097379
0.008400	0.164506
0.008500	0.331382
0.008600	0.385760
0.008700	0.339066
0.008800	0.223122
0.008900	0.079334
0.009000	-0.052437
0.009100	-0.143330
0.009200	-0.180499
0.009300	-0.166555
0.009400	-0.115259
0.009500	-0.046287
0.009600	0.019692
