0.000000	0.000000
0.001000	0.000849
0.002000	0.010273
0.003000	0.040949
0.004000	0.097364
0.005000	0.173230
0.006000	0.257521
0.007000	0.338611
0.008000	0.406547
0.009000	0.454078
0.010000	0.476929
0.011000	0.473556
0.012000	0.444709
0.013000	0.392939
0.014000	0.321999
0.015000	0.236357
0.016000	0.140829
0.017000	0.040220
0.018000	-0.060997
0.019000	-0.158915
0.020000	-0.250331
0.021000	-0.332733
0.022000	-0.404230
0.023000	-0.463548
0.024000	-0.510010
0.025000	-0.543439
0.026000	-0.562388
0.027000	-0.557692
0.028000	-0.517717
0.029000	-0.441432
0.030000	-0.337823
0.031000	-0.219782
0.032000	-0.100359
0.033000	0.009255
0.034000	0.100696
0.035000	0.168691
0.036000	0.210844
0.037000	0.227169
0.038000	0.219574
0.039000	0.191406
0.040000	0.146938
0.041000	0.090816
0.042000	0.027574
0.043000	-0.038713
0.044000	-0.104503
0.045000	-0.166752
0.046000	-0.222969
0.047000	-0.271004
0.048000	-0.304053
0.049000	-0.308106
0.050000	-0.274382
0.051000	-0.207058
0.052000	-0.117458
0.053000	-0.018825
0.054000	0.076597
0.055000	0.159069
0.056000	0.221975
0.057000	0.261771
0.058000	0.277526
0.059000	0.270339
0.060000	0.242845
0.061000	0.198721
0.062000	0.142116
0.063000	0.077226
0.064000	0.008043
0.065000	-0.061814
0.066000	-0.129205
0.067000	-0.191532
0.068000	-0.246548
0.069000	-0.288356
0.070000	-0.304258
0.071000	-0.280692
0.072000	-0.207301
0.073000	-0.083934
0.074000	0.074746
0.075000	0.247336
0.076000	0.412491
0.077000	0.552402
0.078000	0.654312
0.079000	0.710811
0.080000	0.719481
0.081000	0.682160
0.082000	0.603918
0.083000	0.491956
0.084000	0.354702
0.085000	0.201058
0.086000	0.039682
0.087000	-0.121590
0.088000	-0.276070
0.089000	-0.418275
0.090000	-0.543963
0.091000	-0.650182
0.092000	-0.735120
0.093000	-0.796653
0.094000	-0.825447
0.095000	-0.808655
0.096000	-0.744082
0.097000	-0.641079
0.098000	-0.513752
0.099000	-0.376677
0.100000	-0.242631
0.101000	-0.121571
0.102000	-0.020346
0.103000	0.057263
0.104000	0.110140
0.105000	0.139185
0.106000	0.146804
0.107000	0.136388
0.108000	0.111855
0.109000	0.077428
0.110000	0.037266
0.111000	-0.005013
0.112000	-0.046489
0.113000	-0.084875
0.114000	-0.118409
0.115000	-0.145792
0.116000	-0.166137
0.117000	-0.178771
0.118000	-0.183314
0.119000	-0.179102
0.120000	-0.158446
0.121000	-0.108026
0.122000	-0.023326
0.123000	0.087951
0.124000	0.212609
0.125000	0.336775
0.126000	0.448460
0.127000	0.538723
0.128000	0.601920
0.129000	0.635531
0.130000	0.639852
0.131000	0.617297
0.132000	0.571562
0.133000	0.506955
0.134000	0.427985
0.135000	0.339243
0.136000	0.245263
0.137000	0.150263
0.138000	0.057951
0.139000	-0.028583
0.140000	-0.107078
0.141000	-0.176044
0.142000	-0.234437
0.143000	-0.281664
0.144000	-0.316174
0.145000	-0.328915
0.146000	-0.307749
0.147000	-0.250549
0.148000	-0.160998
0.149000	-0.038247
0.150000	0.115271
0.151000	0.285896
0.152000	0.454768
0.153000	0.603602
0.154000	0.717957
0.155000	0.788540
0.156000	0.811092
0.157000	0.785691
0.158000	0.715772
0.159000	0.607222
0.160000	0.467729
0.161000	0.306051
0.162000	0.131078
0.163000	-0.048709
0.164000	-0.225563
0.165000	-0.392926
0.166000	-0.545570
0.167000	-0.679454
0.168000	-0.789852
0.169000	-0.864477
0.170000	-0.888880
0.171000	-0.860671
0.172000	-0.789244
0.173000	-0.688921
0.174000	-0.574381
0.175000	-0.458415
0.176000	-0.351153
0.177000	-0.259627
0.178000	-0.187668
0.179000	-0.136457
0.180000	-0.105176
0.181000	-0.091508
0.182000	-0.092380
0.183000	-0.104462
0.184000	-0.124343
0.185000	-0.148687
0.186000	-0.172232
0.187000	-0.182302
0.188000	-0.165824
0.189000	-0.121003
0.190000	-0.054906
0.191000	0.022166
0.192000	0.100035
0.193000	0.175094
0.194000	0.254665
0.195000	0.352361
0.196000	0.477561
0.197000	0.625257
0.198000	0.778022
0.199000	0.915223
0.200000	1.018544
0.201000	1.074806
0.202000	1.076863
0.203000	1.023203
0.204000	0.916948
0.205000	0.764692
0.206000	0.575513
0.207000	0.359937
0.208000	0.128991
0.209000	-0.106465
0.210000	-0.336292
0.211000	-0.551595
0.212000	-0.745045
0.213000	-0.911046
0.214000	-1.045934
0.215000	-1.147952
0.216000	-1.216945
0.217000	-1.253958
0.218000	-1.260853
0.219000	-1.238865
0.220000	-1.181709
0.221000	-1.079110
0.222000	-0.930789
0.223000	-0.747567
0.224000	-0.544955
0.225000	-0.338883
0.226000	-0.143197
0.227000	0.031489
0.228000	0.178055
0.229000	0.292753
0.230000	0.374786
0.231000	0.425744
0.232000	0.448917
0.233000	0.448444
0.234000	0.428766
0.235000	0.396918
0.236000	0.368737
0.237000	0.360869
0.238000	0.378402
0.239000	0.423156
0.240000	0.497512
0.241000	0.595075
0.242000	0.700600
0.243000	0.797088
0.244000	0.870058
0.245000	0.909315
0.246000	0.909304
0.247000	0.868662
